# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
  775       3.272139371805e-10       2.881197891551e-12      -1.719577040119e-11       0.000000000000e+00       1.504608276365e-14       5.144738752309e-15      -3.673131958860e-16 
  776       3.281461822326e-10       2.843742930473e-12      -1.706758240699e-11       0.000000000000e+00       1.497456036063e-14       5.134108261451e-15      -3.626066320175e-16 
  777       3.290615837550e-10       2.806532645881e-12      -1.693481081617e-11       0.000000000000e+00       1.490345541430e-14       5.123125252730e-15      -3.578960574823e-16 
  778       3.299598261680e-10       2.769580629023e-12      -1.679751784443e-11       0.000000000000e+00       1.483276619129e-14       5.111797298294e-15      -3.531815852116e-16 
  779       3.308405917328e-10       2.732900587718e-12      -1.665576658826e-11       0.000000000000e+00       1.476249089596e-14       5.100132065275e-15      -3.484633284521e-16 
  780       3.317035605456e-10       2.696506346697e-12      -1.650962102801e-11       0.000000000000e+00       1.469262767012e-14       5.088137316106e-15      -3.437414007656e-16 
  781       3.325484105319e-10       2.660411847947e-12      -1.635914603100e-11       0.000000000000e+00       1.462317459277e-14       5.075820908845e-15      -3.390159160287e-16 
  782       3.333748174407e-10       2.624631151059e-12      -1.620440735452e-11       0.000000000000e+00       1.455412967986e-14       5.063190797493e-15      -3.342869884321e-16 
  783       3.341824548388e-10       2.589178433568e-12      -1.604547164895e-11       0.000000000000e+00       1.448549088398e-14       5.050255032316e-15      -3.295547324799e-16 
  784       3.349709941051e-10       2.554067991301e-12      -1.588240646080e-11       0.000000000000e+00       1.441725609418e-14       5.037021760166e-15      -3.248192629896e-16 
  785       3.357401044248e-10       2.519314238717e-12      -1.571528023578e-11       0.000000000000e+00       1.434942313562e-14       5.023499224799e-15      -3.200806950910e-16 
  786       3.364894527835e-10       2.484931709258e-12      -1.554416232185e-11       0.000000000000e+00       1.428198976938e-14       5.009695767197e-15      -3.153391442263e-16 
  787       3.372187039615e-10       2.450935055686e-12      -1.536912297234e-11       0.000000000000e+00       1.421495369218e-14       4.995619825889e-15      -3.105947261491e-16 
  788       3.379275205282e-10       2.417339050434e-12      -1.519023334895e-11       0.000000000000e+00       1.414831253610e-14       4.981279937273e-15      -3.058475569239e-16 
  789       3.386155628364e-10       2.384158585944e-12      -1.500756552483e-11       0.000000000000e+00       1.408206386835e-14       4.966684735932e-15      -3.010977529261e-16 
  790       3.392824890161e-10       2.351408675018e-12      -1.482119248770e-11       0.000000000000e+00       1.401620519099e-14       4.951842954958e-15      -2.963454308409e-16 
  791       3.399279549692e-10       2.319104451156e-12      -1.463118814284e-11       0.000000000000e+00       1.395073394069e-14       4.936763426272e-15      -2.915907076631e-16 
  792       3.405516143634e-10       2.287261168906e-12      -1.443762731621e-11       0.000000000000e+00       1.388564748843e-14       4.921455080943e-15      -2.868337006966e-16 
  793       3.411531186267e-10       2.255894204203e-12      -1.424058575748e-11       0.000000000000e+00       1.382094313930e-14       4.905926949512e-15      -2.820745275535e-16 
  794       3.417321169417e-10       2.225019054719e-12      -1.404014014313e-11       0.000000000000e+00       1.375661813219e-14       4.890188162308e-15      -2.773133061544e-16 
  795       3.422882562394e-10       2.194651340203e-12      -1.383636807949e-11       0.000000000000e+00       1.369266963955e-14       4.874247949772e-15      -2.725501547270e-16 
  796       3.428211811939e-10       2.164806802828e-12      -1.362934810580e-11       0.000000000000e+00       1.362909476716e-14       4.858115642776e-15      -2.677851918061e-16 
  797       3.433305342165e-10       2.135501307532e-12      -1.341915969730e-11       0.000000000000e+00       1.356589055379e-14       4.841800672943e-15      -2.630185362329e-16 
  798       3.438159554499e-10       2.106750842366e-12      -1.320588326830e-11       0.000000000000e+00       1.350305397103e-14       4.825312572969e-15      -2.582503071548e-16 
  799       3.442770827622e-10       2.078571518839e-12      -1.298960017520e-11       0.000000000000e+00       1.344058192298e-14       4.808660976944e-15      -2.534806240242e-16 
  800       3.447135517419e-10       2.050979572257e-12      -1.277039271961e-11       0.000000000000e+00       1.337847124599e-14       4.791855620668e-15      -2.487096065990e-16 
  801       3.451249956912e-10       2.023991362074e-12      -1.254834415139e-11       0.000000000000e+00       1.331671870843e-14       4.774906341978e-15      -2.439373749411e-16 
  802       3.455110456209e-10       1.997623372231e-12      -1.232353867170e-11       0.000000000000e+00       1.325532101041e-14       4.757823081064e-15      -2.391640494164e-16 
  803       3.458713302443e-10       1.971892211502e-12      -1.209606143610e-11       0.000000000000e+00       1.319427478352e-14       4.740615880792e-15      -2.343897506943e-16 
  804       3.462054759717e-10       1.946814613842e-12      -1.186599855758e-11       0.000000000000e+00       1.313357659056e-14       4.723294887021e-15      -2.296145997471e-16 
  805       3.465131069044e-10       1.922407438726e-12      -1.163343710968e-11       0.000000000000e+00       1.307322292531e-14       4.705870348929e-15      -2.248387178493e-16 
  806       3.467938448291e-10       1.898687671496e-12      -1.139846512948e-11       0.000000000000e+00       1.301321021226e-14       4.688352619328e-15      -2.200622265776e-16 
  807       3.470473092121e-10       1.875672423705e-12      -1.116117162074e-11       0.000000000000e+00       1.295353480633e-14       4.670752154988e-15      -2.152852478097e-16 
  808       3.472731171936e-10       1.853378933462e-12      -1.092164655689e-11       0.000000000000e+00       1.289419299264e-14       4.653079516956e-15      -2.105079037245e-16 
  809       3.474708835816e-10       1.831824565776e-12      -1.067998088419e-11       0.000000000000e+00       1.283518098622e-14       4.635345370878e-15      -2.057303168008e-16 
  810       3.476402208468e-10       1.811026812899e-12      -1.043626652470e-11       0.000000000000e+00       1.277649493178e-14       4.617560487318e-15      -2.009526098178e-16 
  811       3.477808118925e-10       1.791000833122e-12      -1.019059458872e-11       0.000000000000e+00       1.271813139759e-14       4.599733621062e-15      -1.961749955343e-16 
  812       3.478926298142e-10       1.771752017896e-12      -9.943049970413e-12       0.000000000000e+00       1.266008886747e-14       4.581865106546e-15      -1.913980475010e-16 
  813       3.479757220831e-10       1.753283291649e-12      -9.693716660986e-12       0.000000000000e+00       1.260236627513e-14       4.563953147824e-15      -1.866224341202e-16 
  814       3.480301381357e-10       1.735597561113e-12      -9.442679533319e-12       0.000000000000e+00       1.254496251228e-14       4.545995929071e-15      -1.818488294231e-16 
  815       3.480559293811e-10       1.718697715218e-12      -9.190024344694e-12       0.000000000000e+00       1.248787642849e-14       4.527991614525e-15      -1.770779130849e-16 
  816       3.480531492087e-10       1.702586624991e-12      -8.935837739534e-12       0.000000000000e+00       1.243110683095e-14       4.509938348412e-15      -1.723103704415e-16 
  817       3.480218529954e-10       1.687267143450e-12      -8.680207252147e-12       0.000000000000e+00       1.237465248438e-14       4.491834254890e-15      -1.675468925043e-16 
  818       3.479620981137e-10       1.672742105499e-12      -8.423221309464e-12       0.000000000000e+00       1.231851211081e-14       4.473677437972e-15      -1.627881759769e-16 
  819       3.478739439386e-10       1.659014327827e-12      -8.164969233776e-12       0.000000000000e+00       1.226268438942e-14       4.455465981471e-15      -1.580349232704e-16 
  820       3.477574518552e-10       1.646086608801e-12      -7.905541245476e-12       0.000000000000e+00       1.220716795638e-14       4.437197948924e-15      -1.532878425197e-16 
  821       3.476126852666e-10       1.633961728362e-12      -7.645028465796e-12       0.000000000000e+00       1.215196140468e-14       4.418871383535e-15      -1.485476475986e-16 
  822       3.474397096009e-10       1.622642447922e-12      -7.383522919551e-12       0.000000000000e+00       1.209706328394e-14       4.400484308101e-15      -1.438150581366e-16 
  823       3.472385923192e-10       1.612131510261e-12      -7.121117537872e-12       0.000000000000e+00       1.204247210028e-14       4.382034724953e-15      -1.390907995339e-16 
  824       3.470094029225e-10       1.602431639417e-12      -6.857906160951e-12       0.000000000000e+00       1.198818631610e-14       4.363520615885e-15      -1.343756029775e-16 
  825       3.467522129599e-10       1.593545540591e-12      -6.593983540778e-12       0.000000000000e+00       1.193420434996e-14       4.344939942090e-15      -1.296702054574e-16 
  826       3.464670960355e-10       1.585475900033e-12      -6.329445343878e-12       0.000000000000e+00       1.188052457639e-14       4.326290644094e-15      -1.249753497818e-16 
  827       3.461541278163e-10       1.578225384947e-12      -6.064388154057e-12       0.000000000000e+00       1.182714532569e-14       4.307570641690e-15      -1.202917845934e-16 
  828       3.458133860394e-10       1.571796643379e-12      -5.798909475133e-12       0.000000000000e+00       1.177406488381e-14       4.288777833873e-15      -1.156202643850e-16 
  829       3.454449505198e-10       1.566192304119e-12      -5.533107733682e-12       0.000000000000e+00       1.172128149216e-14       4.269910098771e-15      -1.109615495155e-16 
  830       3.450489031577e-10       1.561414976591e-12      -5.267082281776e-12       0.000000000000e+00       1.166879334745e-14       4.250965293581e-15      -1.063164062255e-16 
  831       3.446253279460e-10       1.557467250755e-12      -5.000933399720e-12       0.000000000000e+00       1.161659860147e-14       4.231941254504e-15      -1.016856066535e-16 
  832       3.441743109780e-10       1.554351696998e-12      -4.734762298791e-12       0.000000000000e+00       1.156469536102e-14       4.212835796678e-15      -9.706992885122e-17 
  833       3.436959404548e-10       1.552070866033e-12      -4.468671123984e-12       0.000000000000e+00       1.151308168762e-14       4.193646714112e-15      -9.247015679992e-17 
  834       3.431903066926e-10       1.550627288791e-12      -4.202762956743e-12       0.000000000000e+00       1.146175559745e-14       4.174371779619e-15      -8.788708042595e-17 
  835       3.426575021304e-10       1.550023476321e-12      -3.937141817705e-12       0.000000000000e+00       1.141071506111e-14       4.155008744751e-15      -8.332149561665e-17 
  836       3.420976213376e-10       1.550261919684e-12      -3.671912669439e-12       0.000000000000e+00       1.135995800348e-14       4.135555339736e-15      -7.877420423620e-17 
  837       3.415107610214e-10       1.551345089849e-12      -3.407181419183e-12       0.000000000000e+00       1.130948230354e-14       4.116009273404e-15      -7.424601414144e-17 
  838       3.408970200342e-10       1.553275437588e-12      -3.143054921588e-12       0.000000000000e+00       1.125928579420e-14       4.096368233131e-15      -6.973773919770e-17 
  839       3.402564993811e-10       1.556055393372e-12      -2.879640981453e-12       0.000000000000e+00       1.120936626214e-14       4.076629884765e-15      -6.525019929462e-17 
  840       3.395893022278e-10       1.559687367270e-12      -2.617048356467e-12       0.000000000000e+00       1.115972144765e-14       4.056791872565e-15      -6.078422036202e-17 
  841       3.388955339075e-10       1.564173748839e-12      -2.355386759945e-12       0.000000000000e+00       1.111034904441e-14       4.036851819131e-15      -5.634063438568e-17 
  842       3.381753019288e-10       1.569516907024e-12      -2.094766863572e-12       0.000000000000e+00       1.106124669939e-14       4.016807325342e-15      -5.192027942320e-17 
  843       3.374287159831e-10       1.575719190055e-12      -1.835300300141e-12       0.000000000000e+00       1.101241201262e-14       3.996655970287e-15      -4.752399961984e-17 
  844       3.366558879522e-10       1.582782925338e-12      -1.577099666289e-12       0.000000000000e+00       1.096384253708e-14       3.976395311202e-15      -4.315264522433e-17 
  845       3.358569319157e-10       1.590710419354e-12      -1.320278525241e-12       0.000000000000e+00       1.091553577846e-14       3.956022883401e-15      -3.880707260472e-17 
  846       3.350319641583e-10       1.599503957554e-12      -1.064951409547e-12       0.000000000000e+00       1.086748919506e-14       3.935536200211e-15      -3.448814426418e-17 
  847       3.341811031778e-10       1.609165804258e-12      -8.112338238215e-13       0.000000000000e+00       1.081970019756e-14       3.914932752906e-15      -3.019672885689e-17 
  848       3.333044696922e-10       1.619698202545e-12      -5.592422474827e-13       0.000000000000e+00       1.077216614891e-14       3.894210010642e-15      -2.593370120379e-17 
  849       3.324021866472e-10       1.631103374151e-12      -3.090941374934e-13       0.000000000000e+00       1.072488436410e-14       3.873365420391e-15      -2.169994230850e-17 
  850       3.314743792242e-10       1.643383519369e-12      -6.090793109871e-14       0.000000000000e+00       1.067785211004e-14       3.852396406872e-15      -1.749633937308e-17 
  851       3.305212100100e-10       1.656538942178e-12       1.852075707071e-13       0.000000000000e+00       1.063106694649e-14       3.831301002446e-15      -1.332363363671e-17 
  852       3.295429851554e-10       1.670562390608e-12       4.291852579202e-13       0.000000000000e+00       1.058452775567e-14       3.810079748752e-15      -9.181960998835e-18 
  853       3.285400500527e-10       1.685444619096e-12       6.709682011576e-13       0.000000000000e+00       1.053823372999e-14       3.788733827558e-15      -5.071303548182e-18 
  854       3.275127543509e-10       1.701176254040e-12       9.104990812283e-13       0.000000000000e+00       1.049218403241e-14       3.767264433792e-15      -9.916410165766e-19 
  855       3.264614519693e-10       1.717747793377e-12       1.147720188151e-12       0.000000000000e+00       1.044637779628e-14       3.745672775585e-15       3.057049230412e-18 
  856       3.253865011107e-10       1.735149606178e-12       1.382573420174e-12       0.000000000000e+00       1.040081412532e-14       3.723960074309e-15       7.074792202830e-18 
  857       3.242882642746e-10       1.753371932225e-12       1.615000282791e-12       0.000000000000e+00       1.035549209341e-14       3.702127564614e-15       1.106161529569e-17 
  858       3.231671082708e-10       1.772404881602e-12       1.844941887760e-12       0.000000000000e+00       1.031041074454e-14       3.680176494465e-15       1.501754829832e-17 
  859       3.220234042322e-10       1.792238434278e-12       2.072338952121e-12       0.000000000000e+00       1.026556909267e-14       3.658108125183e-15       1.894262340374e-17 
  860       3.208575276288e-10       1.812862439694e-12       2.297131797218e-12       0.000000000000e+00       1.022096612163e-14       3.635923731483e-15       2.283687521799e-17 
  861       3.196698582807e-10       1.834266616347e-12       2.519260347711e-12       0.000000000000e+00       1.017660078500e-14       3.613624601511e-15       2.670034076950e-17 
  862       3.184607803712e-10       1.856440551377e-12       2.738664130598e-12       0.000000000000e+00       1.013247200599e-14       3.591212036882e-15       3.053305951844e-17 
  863       3.172306824606e-10       1.879373700152e-12       2.955282274232e-12       0.000000000000e+00       1.008857867734e-14       3.568687352720e-15       3.433507336608e-17 
  864       3.159799574990e-10       1.903055385853e-12       3.169053507341e-12       0.000000000000e+00       1.004491966120e-14       3.546051877694e-15       3.810642666413e-17 
  865       3.147090028400e-10       1.927474799061e-12       3.379916158043e-12       0.000000000000e+00       1.000149378903e-14       3.523306954059e-15       4.184716622411e-17 
  866       3.134182202541e-10       1.952620997339e-12       3.587808152866e-12       0.000000000000e+00       9.958299861455e-15       3.500453937692e-15       4.555734132671e-17 
  867       3.121080159416e-10       1.978482904823e-12       3.792667015767e-12       0.000000000000e+00       9.915336648186e-15       3.477494198132e-15       4.923700373112e-17 
  868       3.107788005462e-10       2.005049311804e-12       3.994429867148e-12       0.000000000000e+00       9.872602887893e-15       3.454429118616e-15       5.288620768441e-17 
  869       3.094309891684e-10       2.032308874313e-12       4.193033422876e-12       0.000000000000e+00       9.830097288088e-15       3.431260096121e-15       5.650500993086e-17 
  870       3.080650013785e-10       2.060250113709e-12       4.388413993299e-12       0.000000000000e+00       9.787818525021e-15       3.407988541397e-15       6.009346972135e-17 
  871       3.066812612304e-10       2.088861416263e-12       4.580507482267e-12       0.000000000000e+00       9.745765243559e-15       3.384615879011e-15       6.365164882266e-17 
  872       3.052801972744e-10       2.118131032742e-12       4.769249386149e-12       0.000000000000e+00       9.703936057078e-15       3.361143547382e-15       6.717961152690e-17 
  873       3.038622425709e-10       2.148047077999e-12       4.954574792848e-12       0.000000000000e+00       9.662329547349e-15       3.337572998817e-15       7.067742466079e-17 
  874       3.024278347036e-10       2.178597530555e-12       5.136418380826e-12       0.000000000000e+00       9.620944264422e-15       3.313905699557e-15       7.414515759505e-17 
  875       3.009774157927e-10       2.209770232184e-12       5.314714418115e-12       0.000000000000e+00       9.579778726518e-15       3.290143129806e-15       7.758288225377e-17 
  876       2.995114325087e-10       2.241552887503e-12       5.489396761340e-12       0.000000000000e+00       9.538831419912e-15       3.266286783776e-15       8.099067312373e-17 
  877       2.980303360848e-10       2.273933063551e-12       5.660398854734e-12       0.000000000000e+00       9.498100798820e-15       3.242338169723e-15       8.436860726379e-17 
  878       2.965345823314e-10       2.306898189381e-12       5.827653729160e-12       0.000000000000e+00       9.457585285291e-15       3.218298809984e-15       8.771676431419e-17 
  879       2.950246316483e-10       2.340435555641e-12       5.991094001124e-12       0.000000000000e+00       9.417283269085e-15       3.194170241017e-15       9.103522650598e-17 
  880       2.935009490388e-10       2.374532314161e-12       6.150651871798e-12       0.000000000000e+00       9.377193107569e-15       3.169954013439e-15       9.432407867032e-17 
  881       2.919640041228e-10       2.409175477541e-12       6.306259126034e-12       0.000000000000e+00       9.337313125599e-15       3.145651692065e-15       9.758340824784e-17 
  882       2.904142711499e-10       2.444351918730e-12       6.457847131386e-12       0.000000000000e+00       9.297641615408e-15       3.121264855944e-15       1.008133052980e-16 
  883       2.888522290131e-10       2.480048370620e-12       6.605346837126e-12       0.000000000000e+00       9.258176836492e-15       3.096795098398e-15       1.040138625085e-16 
  884       2.872783612617e-10       2.516251425626e-12       6.748688773262e-12       0.000000000000e+00       9.218917015500e-15       3.072244027064e-15       1.071851752045e-16 
  885       2.856931561151e-10       2.552947535271e-12       6.887803049557e-12       0.000000000000e+00       9.179860346118e-15       3.047613263925e-15       1.103273413582e-16 
  886       2.840971064758e-10       2.590123009775e-12       7.022619354546e-12       0.000000000000e+00       9.141004988956e-15       3.022904445357e-15       1.134404615978e-16 
  887       2.824907099426e-10       2.627764017640e-12       7.153066954557e-12       0.000000000000e+00       9.102349071438e-15       2.998119222158e-15       1.165246392174e-16 
  888       2.808744688244e-10       2.665856585233e-12       7.279074692725e-12       0.000000000000e+00       9.063890687684e-15       2.973259259595e-15       1.195799801858e-16 
  889       2.792488901532e-10       2.704386596372e-12       7.400570988012e-12       0.000000000000e+00       9.025627898402e-15       2.948326237437e-15       1.226065931564e-16 
  890       2.776144856972e-10       2.743339791916e-12       7.517483834229e-12       0.000000000000e+00       8.987558730773e-15       2.923321849994e-15       1.256045894760e-16 
  891       2.759717535373e-10       2.782701657047e-12       7.629753399498e-12       0.000000000000e+00       8.949681419454e-15       2.898248473334e-15       1.285740242671e-16 
  892       2.743211224366e-10       2.822457081957e-12       7.737370052912e-12       0.000000000000e+00       8.911995134154e-15       2.873111178841e-15       1.315147185958e-16 
  893       2.726630065856e-10       2.862590694780e-12       7.840336959014e-12       0.000000000000e+00       8.874499263758e-15       2.847915752724e-15       1.344264344087e-16 
  894       2.709978239673e-10       2.903086972960e-12       7.938657534742e-12       0.000000000000e+00       8.837193176211e-15       2.822668031971e-15       1.373089331962e-16 
  895       2.693259963678e-10       2.943930242812e-12       8.032335450347e-12       0.000000000000e+00       8.800076218443e-15       2.797373904486e-15       1.401619759934e-16 
  896       2.676479493871e-10       2.985104679097e-12       8.121374630319e-12       0.000000000000e+00       8.763147716292e-15       2.772039309232e-15       1.429853233803e-16 
  897       2.659641124491e-10       3.026594304587e-12       8.205779254298e-12       0.000000000000e+00       8.726406974427e-15       2.746670236364e-15       1.457787354826e-16 
  898       2.642749188129e-10       3.068382989637e-12       8.285553758007e-12       0.000000000000e+00       8.689853276271e-15       2.721272727372e-15       1.485419719715e-16 
  899       2.625808055824e-10       3.110454451748e-12       8.360702834160e-12       0.000000000000e+00       8.653485883927e-15       2.695852875219e-15       1.512747920650e-16 
  900       2.608822137176e-10       3.152792255140e-12       8.431231433393e-12       0.000000000000e+00       8.617304038097e-15       2.670416824481e-15       1.539769545276e-16 
  901       2.591795880449e-10       3.195379810322e-12       8.497144765177e-12       0.000000000000e+00       8.581306958009e-15       2.644970771485e-15       1.566482176712e-16 
  902       2.574733772676e-10       3.238200373654e-12       8.558448298746e-12       0.000000000000e+00       8.545493841340e-15       2.619520964448e-15       1.592883393556e-16 
  903       2.557640339764e-10       3.281237046923e-12       8.615147764011e-12       0.000000000000e+00       8.509863864136e-15       2.594073703614e-15       1.618970769886e-16 
  904       2.540520146599e-10       3.324472776907e-12       8.667249152483e-12       0.000000000000e+00       8.474416180741e-15       2.568635341399e-15       1.644741875267e-16 
  905       2.523377797156e-10       3.367890354944e-12       8.714758718195e-12       0.000000000000e+00       8.439149923714e-15       2.543212282524e-15       1.670194274756e-16 
  906       2.506217934595e-10       3.411472416502e-12       8.757682978622e-12       0.000000000000e+00       8.404064203758e-15       2.517810984157e-15       1.695325528904e-16 
  907       2.489045241378e-10       3.455201440749e-12       8.796028715600e-12       0.000000000000e+00       8.369158109639e-15       2.492437956049e-15       1.720133193764e-16 
  908       2.471864439365e-10       3.499059750117e-12       8.829802976250e-12       0.000000000000e+00       8.334430708114e-15       2.467099760679e-15       1.744614820895e-16 
  909       2.454680289924e-10       3.543029509873e-12       8.859013073894e-12       0.000000000000e+00       8.299881043849e-15       2.441803013387e-15       1.768767957361e-16 
  910       2.437497594034e-10       3.587092727690e-12       8.883666588980e-12       0.000000000000e+00       8.265508139346e-15       2.416554382515e-15       1.792590145745e-16 
  911       2.420321192394e-10       3.631231253212e-12       8.903771370001e-12       0.000000000000e+00       8.231310994867e-15       2.391360589547e-15       1.816078924145e-16 
  912       2.403155965525e-10       3.675426777624e-12       8.919335534415e-12       0.000000000000e+00       8.197288588353e-15       2.366228409248e-15       1.839231826185e-16 
  913       2.386006833876e-10       3.719660833221e-12       8.930367469565e-12       0.000000000000e+00       8.163439875352e-15       2.341164669802e-15       1.862046381014e-16 
  914       2.368878757929e-10       3.763914792975e-12       8.936875833604e-12       0.000000000000e+00       8.129763788940e-15       2.316176252949e-15       1.884520113316e-16 
  915       2.351776738309e-10       3.808169870107e-12       8.938869556409e-12       0.000000000000e+00       8.096259239646e-15       2.291270094130e-15       1.906650543310e-16 
  916       2.334705815881e-10       3.852407117651e-12       8.936357840508e-12       0.000000000000e+00       8.062925115373e-15       2.266453182620e-15       1.928435186757e-16 
  917       2.317671071864e-10       3.896607428025e-12       8.929350161995e-12       0.000000000000e+00       8.029760281324e-15       2.241732561670e-15       1.949871554964e-16 
  918       2.300677627930e-10       3.940751532601e-12       8.917856271457e-12       0.000000000000e+00       7.996763579921e-15       2.217115328647e-15       1.970957154789e-16 
  919       2.283730646312e-10       3.984820001272e-12       8.901886194888e-12       0.000000000000e+00       7.963933830735e-15       2.192608635168e-15       1.991689488646e-16 
  920       2.266835329910e-10       4.028793242019e-12       8.881450234614e-12       0.000000000000e+00       7.931269830403e-15       2.168219687246e-15       2.012066054506e-16 
  921       2.249996922397e-10       4.072651500482e-12       8.856558970213e-12       0.000000000000e+00       7.898770352558e-15       2.143955745422e-15       2.032084345907e-16 
  922       2.233220708319e-10       4.116374859528e-12       8.827223259434e-12       0.000000000000e+00       7.866434147743e-15       2.119824124912e-15       2.051741851956e-16 
  923       2.216512013208e-10       4.159943238820e-12       8.793454239120e-12       0.000000000000e+00       7.834259943345e-15       2.095832195736e-15       2.071036057330e-16 
  924       2.199876203683e-10       4.203336394384e-12       8.755263326125e-12       0.000000000000e+00       7.802246443511e-15       2.071987382868e-15       2.089964442289e-16 
  925       2.183318687556e-10       4.246533918180e-12       8.712662218240e-12       0.000000000000e+00       7.770392329072e-15       2.048297166365e-15       2.108524482672e-16 
  926       2.166844913937e-10       4.289515237667e-12       8.665662895109e-12       0.000000000000e+00       7.738696257472e-15       2.024769081513e-15       2.126713649907e-16 
  927       2.150460373340e-10       4.332259615375e-12       8.614277619151e-12       0.000000000000e+00       7.707156862684e-15       2.001410718963e-15       2.144529411013e-16 
  928       2.134170597789e-10       4.374746148473e-12       8.558518936483e-12       0.000000000000e+00       7.675772755137e-15       1.978229724871e-15       2.161969228606e-16 
  929       2.117981160924e-10       4.416953768336e-12       8.498399677837e-12       0.000000000000e+00       7.644542521642e-15       1.955233801035e-15       2.179030560902e-16 
  930       2.101897678102e-10       4.458861240114e-12       8.433932959481e-12       0.000000000000e+00       7.613464725309e-15       1.932430705038e-15       2.195710861723e-16 
  931       2.085925254751e-10       4.500448848498e-12       8.365139239678e-12       0.000000000000e+00       7.582538074963e-15       1.909826441222e-15       2.212008463162e-16 
  932       2.070066821713e-10       4.541703484848e-12       8.292067607453e-12       0.000000000000e+00       7.551761936442e-15       1.887419802260e-15       2.227925238737e-16 
  933       2.054324773998e-10       4.582613638998e-12       8.214774829557e-12       0.000000000000e+00       7.521135829164e-15       1.865207742247e-15       2.243463982013e-16 
  934       2.038701520206e-10       4.623167720094e-12       8.133318327091e-12       0.000000000000e+00       7.490659257314e-15       1.843187177991e-15       2.258627527862e-16 
  935       2.023199482552e-10       4.663354056396e-12       8.047756177404e-12       0.000000000000e+00       7.460331709792e-15       1.821354988902e-15       2.273418752581e-16 
  936       2.007821096895e-10       4.703160895079e-12       7.958147115989e-12       0.000000000000e+00       7.430152660158e-15       1.799708016880e-15       2.287840574026e-16 
  937       1.992568812772e-10       4.742576402037e-12       7.864550538380e-12       0.000000000000e+00       7.400121566579e-15       1.778243066204e-15       2.301895951733e-16 
  938       1.977445093424e-10       4.781588661683e-12       7.767026502049e-12       0.000000000000e+00       7.370237871777e-15       1.756956903423e-15       2.315587887048e-16 
  939       1.962452415821e-10       4.820185676750e-12       7.665635728299e-12       0.000000000000e+00       7.340501002976e-15       1.735846257238e-15       2.328919423253e-16 
  940       1.947593270701e-10       4.858355368096e-12       7.560439604166e-12       0.000000000000e+00       7.310910371847e-15       1.714907818401e-15       2.341893645691e-16 
  941       1.932870162588e-10       4.896085574502e-12       7.451500184310e-12       0.000000000000e+00       7.281465374456e-15       1.694138239595e-15       2.354513681895e-16 
  942       1.918285609831e-10       4.933364052476e-12       7.338880192913e-12       0.000000000000e+00       7.252165391210e-15       1.673534135326e-15       2.366782701714e-16 
  943       1.903842144624e-10       4.970178476056e-12       7.222643025580e-12       0.000000000000e+00       7.223009786805e-15       1.653092081815e-15       2.378703917438e-16 
  944       1.889542313043e-10       5.006516436609e-12       7.102852751227e-12       0.000000000000e+00       7.193997910174e-15       1.632808616880e-15       2.390280583927e-16 
  945       1.875388675070e-10       5.042365442632e-12       6.979574113985e-12       0.000000000000e+00       7.165129094428e-15       1.612680239830e-15       2.401515998735e-16 
  946       1.861383804624e-10       5.077712919560e-12       6.852872535093e-12       0.000000000000e+00       7.136402656810e-15       1.592703411355e-15       2.412413502240e-16 
  947       1.847530289590e-10       5.112546209558e-12       6.722814114794e-12       0.000000000000e+00       7.107817898638e-15       1.572874553408e-15       2.422976477767e-16 
  948       1.833830731848e-10       5.146852571333e-12       6.589465634232e-12       0.000000000000e+00       7.079374105253e-15       1.553190049101e-15       2.433208351718e-16 
  949       1.820287747300e-10       5.180619179930e-12       6.452894557349e-12       0.000000000000e+00       7.051070545963e-15       1.533646242590e-15       2.443112593697e-16 
  950       1.806903965905e-10       5.213833126532e-12       6.313169032783e-12       0.000000000000e+00       7.022906473994e-15       1.514239438965e-15       2.452692716636e-16 
  951       1.793682031700e-10       5.246481418269e-12       6.170357895759e-12       0.000000000000e+00       6.994881126436e-15       1.494965904137e-15       2.461952276922e-16 
  952       1.780624602836e-10       5.278550978011e-12       6.024530669991e-12       0.000000000000e+00       6.966993724186e-15       1.475821864729e-15       2.470894874525e-16 
  953       1.767734351603e-10       5.310028644179e-12       5.875757569576e-12       0.000000000000e+00       6.939243471899e-15       1.456803507967e-15       2.479524153124e-16 
  954       1.755013964460e-10       5.340901170537e-12       5.724109500891e-12       0.000000000000e+00       6.911629557933e-15       1.437906981561e-15       2.487843800231e-16 
  955       1.742466142067e-10       5.371155226002e-12       5.569658064489e-12       0.000000000000e+00       6.884151154296e-15       1.419128393602e-15       2.495857547323e-16 
  956       1.730093599308e-10       5.400777394442e-12       5.412475556995e-12       0.000000000000e+00       6.856807416595e-15       1.400463812446e-15       2.503569169964e-16 
  957       1.717899065326e-10       5.429754174477e-12       5.252634973004e-12       0.000000000000e+00       6.829597483976e-15       1.381909266607e-15       2.510982487933e-16 
