# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
 1361       9.727691069337e-11       4.386801181153e-12      -6.526315727028e-12       0.000000000000e+00       2.583161886675e-15       4.009064374782e-16      -9.270497071356e-17 
 1362       9.733556705717e-11       4.380103804106e-12      -6.625524531261e-12       0.000000000000e+00       2.575973197196e-15       4.036328474712e-16      -9.259114956627e-17 
 1363       9.740149575005e-11       4.372863257088e-12      -6.723779881976e-12       0.000000000000e+00       2.568809371249e-15       4.063347735614e-16      -9.246740279619e-17 
 1364       9.747462716103e-11       4.365080559090e-12      -6.821035310058e-12       0.000000000000e+00       2.561670279902e-15       4.090115526291e-16      -9.233345782542e-17 
 1365       9.755489112892e-11       4.356756745188e-12      -6.917244095840e-12       0.000000000000e+00       2.554555792623e-15       4.116625182287e-16      -9.218904066202e-17 
 1366       9.764221694113e-11       4.347892866583e-12      -7.012359268664e-12       0.000000000000e+00       2.547465777275e-15       4.142870005833e-16      -9.203387589753e-17 
 1367       9.773653333265e-11       4.338489990636e-12      -7.106333606429e-12       0.000000000000e+00       2.540400100114e-15       4.168843265786e-16      -9.186768670447e-17 
 1368       9.783776848492e-11       4.328549200900e-12      -7.199119635156e-12       0.000000000000e+00       2.533358625785e-15       4.194538197574e-16      -9.169019483391e-17 
 1369       9.794585002472e-11       4.318071597157e-12      -7.290669628537e-12       0.000000000000e+00       2.526341217321e-15       4.219948003142e-16      -9.150112061293e-17 
 1370       9.806070502312e-11       4.307058295458e-12      -7.380935607491e-12       0.000000000000e+00       2.519347736135e-15       4.245065850885e-16      -9.130018294218e-17 
 1371       9.818224984653e-11       4.295511427468e-12      -7.469874180296e-12       0.000000000000e+00       2.512378054610e-15       4.269885451127e-16      -9.108718886718e-17 
 1372       9.831035959370e-11       4.283437150128e-12      -7.557461120354e-12       0.000000000000e+00       2.505432094028e-15       4.294402789345e-16      -9.086230334250e-17 
 1373       9.844489833059e-11       4.270842668167e-12      -7.643676943024e-12       0.000000000000e+00       2.498509787038e-15       4.318614411311e-16      -9.062578233994e-17 
 1374       9.858572920686e-11       4.257735237798e-12      -7.728502079022e-12       0.000000000000e+00       2.491611065099e-15       4.342516849227e-16      -9.037788353899e-17 
 1375       9.873271445409e-11       4.244122166816e-12      -7.811916874285e-12       0.000000000000e+00       2.484735858478e-15       4.366106621701e-16      -9.011886633007e-17 
 1376       9.888571538407e-11       4.230010814700e-12      -7.893901589832e-12       0.000000000000e+00       2.477884096246e-15       4.389380233732e-16      -8.984899181778e-17 
 1377       9.904459238708e-11       4.215408592707e-12      -7.974436401635e-12       0.000000000000e+00       2.471055706274e-15       4.412334176682e-16      -8.956852282410e-17 
 1378       9.920920493009e-11       4.200322963976e-12      -8.053501400476e-12       0.000000000000e+00       2.464250615233e-15       4.434964928262e-16      -8.927772389168e-17 
 1379       9.937941155506e-11       4.184761443626e-12      -8.131076591819e-12       0.000000000000e+00       2.457468748589e-15       4.457268952507e-16      -8.897686128702e-17 
 1380       9.955506987716e-11       4.168731598853e-12      -8.207141895666e-12       0.000000000000e+00       2.450710030602e-15       4.479242699760e-16      -8.866620300373e-17 
 1381       9.973603658310e-11       4.152241049034e-12      -8.281677146429e-12       0.000000000000e+00       2.443974384321e-15       4.500882606647e-16      -8.834601876578e-17 
 1382       9.992216742928e-11       4.135297465821e-12      -8.354662092790e-12       0.000000000000e+00       2.437261731586e-15       4.522185096058e-16      -8.801658003069e-17 
 1383       1.001133172401e-10       4.117908573243e-12      -8.426076397567e-12       0.000000000000e+00       2.430571993016e-15       4.543146577128e-16      -8.767815999281e-17 
 1384       1.003093399064e-10       4.100082147805e-12      -8.495899637577e-12       0.000000000000e+00       2.423905088018e-15       4.563763445216e-16      -8.733103358652e-17 
 1385       1.005100883832e-10       4.081826018587e-12      -8.564111303502e-12       0.000000000000e+00       2.417260934774e-15       4.584032081881e-16      -8.697547748949e-17 
 1386       1.007154146887e-10       4.063148067342e-12      -8.630690799754e-12       0.000000000000e+00       2.410639450245e-15       4.603948854869e-16      -8.661177012589e-17 
 1387       1.009251699017e-10       4.044056228599e-12      -8.695617444335e-12       0.000000000000e+00       2.404040550165e-15       4.623510118083e-16      -8.624019166967e-17 
 1388       1.011392041606e-10       4.024558489758e-12      -8.758870468707e-12       0.000000000000e+00       2.397464149037e-15       4.642712211570e-16      -8.586102404772e-17 
 1389       1.013573666614e-10       4.004662891191e-12      -8.820429017654e-12       0.000000000000e+00       2.390910160136e-15       4.661551461498e-16      -8.547455094318e-17 
 1390       1.015795056555e-10       3.984377526341e-12      -8.880272149146e-12       0.000000000000e+00       2.384378495499e-15       4.680024180135e-16      -8.508105779862e-17 
 1391       1.018054684489e-10       3.963710541822e-12      -8.938378834201e-12       0.000000000000e+00       2.377869065928e-15       4.698126665827e-16      -8.468083181931e-17 
 1392       1.020351013995e-10       3.942670137519e-12      -8.994727956757e-12       0.000000000000e+00       2.371381780983e-15       4.715855202983e-16      -8.427416197643e-17 
 1393       1.022682499159e-10       3.921264566682e-12      -9.049298313527e-12       0.000000000000e+00       2.364916548982e-15       4.733206062047e-16      -8.386133901031e-17 
 1394       1.025047584557e-10       3.899502136033e-12      -9.102068613871e-12       0.000000000000e+00       2.358473276998e-15       4.750175499483e-16      -8.344265543370e-17 
 1395       1.027444705233e-10       3.877391205860e-12      -9.153017479655e-12       0.000000000000e+00       2.352051870855e-15       4.766759757754e-16      -8.301840553493e-17 
 1396       1.029872286686e-10       3.854940190118e-12      -9.202123445119e-12       0.000000000000e+00       2.345652235125e-15       4.782955065299e-16      -8.258888538122e-17 
 1397       1.032328744853e-10       3.832157556526e-12      -9.249364956739e-12       0.000000000000e+00       2.339274273128e-15       4.798757636513e-16      -8.215439282187e-17 
 1398       1.034812486085e-10       3.809051826670e-12      -9.294720373094e-12       0.000000000000e+00       2.332917886924e-15       4.814163671729e-16      -8.171522749151e-17 
 1399       1.037321907139e-10       3.785631576100e-12      -9.338167964728e-12       0.000000000000e+00       2.326582977317e-15       4.829169357194e-16      -8.127169081331e-17 
 1400       1.039855395152e-10       3.761905434430e-12      -9.379685914014e-12       0.000000000000e+00       2.320269443846e-15       4.843770865052e-16      -8.082408600228e-17 
 1401       1.042411327630e-10       3.737882085435e-12      -9.419252315022e-12       0.000000000000e+00       2.313977184788e-15       4.857964353321e-16      -8.037271806842e-17 
 1402       1.044988072427e-10       3.713570267153e-12      -9.456845173379e-12       0.000000000000e+00       2.307706097148e-15       4.871745965872e-16      -7.991789382000e-17 
 1403       1.047583987728e-10       3.688978771985e-12      -9.492442406136e-12       0.000000000000e+00       2.301456076665e-15       4.885111832413e-16      -7.945992186682e-17 
 1404       1.050197422032e-10       3.664116446790e-12      -9.526021841632e-12       0.000000000000e+00       2.295227017800e-15       4.898058068461e-16      -7.899911262337e-17 
 1405       1.052826714135e-10       3.638992192988e-12      -9.557561219358e-12       0.000000000000e+00       2.289018813743e-15       4.910580775329e-16      -7.853577831213e-17 
 1406       1.055470193112e-10       3.613614966657e-12      -9.587038189821e-12       0.000000000000e+00       2.282831356400e-15       4.922676040101e-16      -7.807023296679e-17 
 1407       1.058126178301e-10       3.587993778635e-12      -9.614430314411e-12       0.000000000000e+00       2.276664536398e-15       4.934339935612e-16      -7.760279243546e-17 
 1408       1.060792979283e-10       3.562137694616e-12      -9.639715065260e-12       0.000000000000e+00       2.270518243081e-15       4.945568520431e-16      -7.713377438392e-17 
 1409       1.063468895866e-10       3.536055835251e-12      -9.662869825112e-12       0.000000000000e+00       2.264392364502e-15       4.956357838833e-16      -7.666349829887e-17 
 1410       1.066152218068e-10       3.509757376247e-12      -9.683871887186e-12       0.000000000000e+00       2.258286787427e-15       4.966703920788e-16      -7.619228549114e-17 
 1411       1.068841293163e-10       3.483251517151e-12      -9.702703712186e-12       0.000000000000e+00       2.252201407421e-15       4.976604491112e-16      -7.572037369014e-17 
 1412       1.071534727622e-10       3.456547387143e-12      -9.719368759236e-12       0.000000000000e+00       2.246136159238e-15       4.986064116367e-16      -7.524765985219e-17 
 1413       1.074231187229e-10       3.429654138468e-12      -9.733875818754e-12       0.000000000000e+00       2.240090986740e-15       4.995089111271e-16      -7.477395469302e-17 
 1414       1.076929330198e-10       3.402580977751e-12      -9.746233770374e-12       0.000000000000e+00       2.234065832836e-15       5.003685834433e-16      -7.429906785273e-17 
 1415       1.079627807153e-10       3.375337166103e-12      -9.756451583125e-12       0.000000000000e+00       2.228060639471e-15       5.011860688445e-16      -7.382280789395e-17 
 1416       1.082325261120e-10       3.347932019212e-12      -9.764538315614e-12       0.000000000000e+00       2.222075347632e-15       5.019620119957e-16      -7.334498229985e-17 
 1417       1.085020327512e-10       3.320374907445e-12      -9.770503116205e-12       0.000000000000e+00       2.216109897342e-15       5.026970619761e-16      -7.286539747230e-17 
 1418       1.087711634115e-10       3.292675255942e-12      -9.774355223203e-12       0.000000000000e+00       2.210164227659e-15       5.033918722879e-16      -7.238385872993e-17 
 1419       1.090397801074e-10       3.264842544715e-12      -9.776103965031e-12       0.000000000000e+00       2.204238276672e-15       5.040471008636e-16      -7.190017030621e-17 
 1420       1.093077440881e-10       3.236886308745e-12      -9.775758760414e-12       0.000000000000e+00       2.198331981500e-15       5.046634100751e-16      -7.141413534758e-17 
 1421       1.095749158363e-10       3.208816138081e-12      -9.773329118559e-12       0.000000000000e+00       2.192445278292e-15       5.052414667415e-16      -7.092555591149e-17 
 1422       1.098411550663e-10       3.180641677933e-12      -9.768824639337e-12       0.000000000000e+00       2.186578102222e-15       5.057819421373e-16      -7.043423296452e-17 
 1423       1.101063207233e-10       3.152372628773e-12      -9.762255013462e-12       0.000000000000e+00       2.180730387485e-15       5.062855120010e-16      -6.993996638047e-17 
 1424       1.103702709819e-10       3.124018746433e-12      -9.753630022674e-12       0.000000000000e+00       2.174902067303e-15       5.067528565429e-16      -6.944255493843e-17 
 1425       1.106328632444e-10       3.095589842200e-12      -9.742959539920e-12       0.000000000000e+00       2.169093073912e-15       5.071846604538e-16      -6.894179632089e-17 
 1426       1.108939541398e-10       3.067095782911e-12      -9.730253529533e-12       0.000000000000e+00       2.163303338568e-15       5.075816129129e-16      -6.843748711184e-17 
 1427       1.111533995224e-10       3.038546491059e-12      -9.715522047415e-12       0.000000000000e+00       2.157532791541e-15       5.079444075960e-16      -6.792942279482e-17 
 1428       1.114110544705e-10       3.009951944881e-12      -9.698775241218e-12       0.000000000000e+00       2.151781362115e-15       5.082737426842e-16      -6.741739775106e-17 
 1429       1.116667732849e-10       2.981322178461e-12      -9.680023350523e-12       0.000000000000e+00       2.146048978583e-15       5.085703208715e-16      -6.690120525752e-17 
 1430       1.119204094878e-10       2.952667281824e-12      -9.659276707024e-12       0.000000000000e+00       2.140335568248e-15       5.088348493738e-16      -6.638063748502e-17 
 1431       1.121718158212e-10       2.923997401035e-12      -9.636545734706e-12       0.000000000000e+00       2.134641057420e-15       5.090680399363e-16      -6.585548549632e-17 
 1432       1.124208442457e-10       2.895322738299e-12      -9.611840950029e-12       0.000000000000e+00       2.128965371410e-15       5.092706088425e-16      -6.532553924418e-17 
 1433       1.126673459393e-10       2.866653552051e-12      -9.585172962107e-12       0.000000000000e+00       2.123308434535e-15       5.094432769220e-16      -6.479058756951e-17 
 1434       1.129111712956e-10       2.838000157063e-12      -9.556552472890e-12       0.000000000000e+00       2.117670170109e-15       5.095867695588e-16      -6.425041819940e-17 
 1435       1.131521699231e-10       2.809372924533e-12      -9.525990277343e-12       0.000000000000e+00       2.112050500445e-15       5.097018166996e-16      -6.370481774524e-17 
 1436       1.133901906433e-10       2.780782282186e-12      -9.493497263631e-12       0.000000000000e+00       2.106449346851e-15       5.097891528621e-16      -6.315357170082e-17 
 1437       1.136250814897e-10       2.752238714371e-12      -9.459084413297e-12       0.000000000000e+00       2.100866629630e-15       5.098495171434e-16      -6.259646444039e-17 
 1438       1.138566897064e-10       2.723752762160e-12      -9.422762801443e-12       0.000000000000e+00       2.095302268074e-15       5.098836532276e-16      -6.203327921678e-17 
 1439       1.140848617466e-10       2.695335023442e-12      -9.384543596912e-12       0.000000000000e+00       2.089756180465e-15       5.098923093948e-16      -6.146379815947e-17 
 1440       1.143094432714e-10       2.666996153023e-12      -9.344438062469e-12       0.000000000000e+00       2.084228284072e-15       5.098762385289e-16      -6.088780227267e-17 
 1441       1.145302791485e-10       2.638746862721e-12      -9.302457554982e-12       0.000000000000e+00       2.078718495149e-15       5.098361981261e-16      -6.030507143347e-17 
 1442       1.147472134507e-10       2.610597921467e-12      -9.258613525603e-12       0.000000000000e+00       2.073226728933e-15       5.097729503028e-16      -5.971538438983e-17 
 1443       1.149600894548e-10       2.582560155397e-12      -9.212917519948e-12       0.000000000000e+00       2.067752899640e-15       5.096872618043e-16      -5.911851875878e-17 
 1444       1.151687496400e-10       2.554644447957e-12      -9.165381178281e-12       0.000000000000e+00       2.062296920465e-15       5.095799040125e-16      -5.851425102443e-17 
 1445       1.153730356867e-10       2.526861739991e-12      -9.116016235691e-12       0.000000000000e+00       2.056858703580e-15       5.094516529547e-16      -5.790235653608e-17 
 1446       1.155727884752e-10       2.499223029845e-12      -9.064834522275e-12       0.000000000000e+00       2.051438160129e-15       5.093032893114e-16      -5.728260950635e-17 
 1447       1.157678480842e-10       2.471739373465e-12      -9.011847963320e-12       0.000000000000e+00       2.046035200230e-15       5.091355984250e-16      -5.665478300920e-17 
 1448       1.159580537896e-10       2.444421884488e-12      -8.957068579484e-12       0.000000000000e+00       2.040649732970e-15       5.089493703074e-16      -5.601864897809e-17 
 1449       1.161432440633e-10       2.417281734346e-12      -8.900508486973e-12       0.000000000000e+00       2.035281666402e-15       5.087453996490e-16      -5.537397820402e-17 
 1450       1.163232565714e-10       2.390330152358e-12      -8.842179897729e-12       0.000000000000e+00       2.029930907545e-15       5.085244858262e-16      -5.472054033364e-17 
 1451       1.164979459753e-10       2.363577499632e-12      -8.782097895511e-12       0.000000000000e+00       2.024597370535e-15       5.082870933082e-16      -5.405820334410e-17 
 1452       1.166672375325e-10       2.337030480343e-12      -8.720288794408e-12       0.000000000000e+00       2.019281001168e-15       5.080323291134e-16      -5.338723306835e-17 
 1453       1.168310740332e-10       2.310694902538e-12      -8.656781864940e-12       0.000000000000e+00       2.013981752599e-15       5.077589550627e-16      -5.270799668507e-17 
 1454       1.169893980469e-10       2.284576601831e-12      -8.591606566132e-12       0.000000000000e+00       2.008699577209e-15       5.074657264348e-16      -5.202086351967e-17 
 1455       1.171421519224e-10       2.258681441443e-12      -8.524792545854e-12       0.000000000000e+00       2.003434426606e-15       5.071513919554e-16      -5.132620504799e-17 
 1456       1.172892777874e-10       2.233015312254e-12      -8.456369641161e-12       0.000000000000e+00       1.998186251620e-15       5.068146937860e-16      -5.062439490008e-17 
 1457       1.174307175478e-10       2.207584132842e-12      -8.386367878634e-12       0.000000000000e+00       1.992955002305e-15       5.064543675127e-16      -4.991580886395e-17 
 1458       1.175664128878e-10       2.182393849527e-12      -8.314817474714e-12       0.000000000000e+00       1.987740627933e-15       5.060691421353e-16      -4.920082488935e-17 
 1459       1.176963052694e-10       2.157450436422e-12      -8.241748836046e-12       0.000000000000e+00       1.982543076996e-15       5.056577400562e-16      -4.847982309147e-17 
 1460       1.178203359322e-10       2.132759895470e-12      -8.167192559815e-12       0.000000000000e+00       1.977362297202e-15       5.052188770689e-16      -4.775318575476e-17 
 1461       1.179384458928e-10       2.108328256493e-12      -8.091179434087e-12       0.000000000000e+00       1.972198235474e-15       5.047512623476e-16      -4.702129733667e-17 
 1462       1.180505759448e-10       2.084161577236e-12      -8.013740438147e-12       0.000000000000e+00       1.967050837949e-15       5.042535984355e-16      -4.628454447135e-17 
 1463       1.181566666583e-10       2.060265943412e-12      -7.934906742840e-12       0.000000000000e+00       1.961920049976e-15       5.037245812338e-16      -4.554331597349e-17 
 1464       1.182566583795e-10       2.036647468744e-12      -7.854709710907e-12       0.000000000000e+00       1.956805816113e-15       5.031628999909e-16      -4.479800284201e-17 
 1465       1.183504912307e-10       2.013312295013e-12      -7.773180897328e-12       0.000000000000e+00       1.951708080127e-15       5.025672372911e-16      -4.404899826387e-17 
 1466       1.184381051094e-10       1.990266592098e-12      -7.690352049657e-12       0.000000000000e+00       1.946626784992e-15       5.019362690434e-16      -4.329669761778e-17 
 1467       1.185194396886e-10       1.967516558028e-12      -7.606255108364e-12       0.000000000000e+00       1.941561872885e-15       5.012686644706e-16      -4.254149847796e-17 
 1468       1.185944344161e-10       1.945068419020e-12      -7.520922207174e-12       0.000000000000e+00       1.936513285190e-15       5.005630860982e-16      -4.178380061795e-17 
 1469       1.186630285145e-10       1.922928429524e-12      -7.434385673404e-12       0.000000000000e+00       1.931480962488e-15       4.998181897429e-16      -4.102400601429e-17 
 1470       1.187251609802e-10       1.901102872272e-12      -7.346678028306e-12       0.000000000000e+00       1.926464844563e-15       4.990326245023e-16      -4.026251885033e-17 
 1471       1.187807705840e-10       1.879598058319e-12      -7.257831987402e-12       0.000000000000e+00       1.921464870397e-15       4.982050327428e-16      -3.949974551997e-17 
 1472       1.188297958700e-10       1.858420327089e-12      -7.167880460825e-12       0.000000000000e+00       1.916480978166e-15       4.973340500895e-16      -3.873609463140e-17 
 1473       1.188721751556e-10       1.837576046419e-12      -7.076856553659e-12       0.000000000000e+00       1.911513105243e-15       4.964183054143e-16      -3.797197701089e-17 
 1474       1.189078465313e-10       1.817071612602e-12      -6.984793566276e-12       0.000000000000e+00       1.906561188194e-15       4.954564208252e-16      -3.720780570652e-17 
 1475       1.189367478602e-10       1.796913450437e-12      -6.891724994677e-12       0.000000000000e+00       1.901625162776e-15       4.944470116551e-16      -3.644399599194e-17 
 1476       1.189588167775e-10       1.777108013267e-12      -6.797684530831e-12       0.000000000000e+00       1.896704963935e-15       4.933886864509e-16      -3.568096537013e-17 
 1477       1.189739906907e-10       1.757661783027e-12      -6.702706063013e-12       0.000000000000e+00       1.891800525805e-15       4.922800469620e-16      -3.491913357715e-17 
 1478       1.189822067786e-10       1.738581270290e-12      -6.606823676143e-12       0.000000000000e+00       1.886911781707e-15       4.911196881295e-16      -3.415892258591e-17 
 1479       1.189834019917e-10       1.719873014307e-12      -6.510071652128e-12       0.000000000000e+00       1.882038664147e-15       4.899061980751e-16      -3.340075660991e-17 
 1480       1.189775130512e-10       1.701543583056e-12      -6.412484470197e-12       0.000000000000e+00       1.877181104812e-15       4.886381580899e-16      -3.264506210701e-17 
 1481       1.189644764490e-10       1.683599573286e-12      -6.314096807244e-12       0.000000000000e+00       1.872339034572e-15       4.873141426232e-16      -3.189226778319e-17 
 1482       1.189442284476e-10       1.666047610557e-12      -6.214943538163e-12       0.000000000000e+00       1.867512383475e-15       4.859327192718e-16      -3.114280459626e-17 
 1483       1.189167050794e-10       1.648894349293e-12      -6.115059736192e-12       0.000000000000e+00       1.862701080749e-15       4.844924487683e-16      -3.039710575969e-17 
 1484       1.188818421463e-10       1.632146472817e-12      -6.014480673248e-12       0.000000000000e+00       1.857905054796e-15       4.829918849706e-16      -2.965560674630e-17 
 1485       1.188395752198e-10       1.615810693403e-12      -5.913241820268e-12       0.000000000000e+00       1.853124233192e-15       4.814295748503e-16      -2.891874529206e-17 
 1486       1.187898396404e-10       1.599893752318e-12      -5.811378847549e-12       0.000000000000e+00       1.848358542688e-15       4.798040584822e-16      -2.818696139982e-17 
 1487       1.187325705174e-10       1.584402419865e-12      -5.708927625084e-12       0.000000000000e+00       1.843607909204e-15       4.781138690324e-16      -2.746069734309e-17 
 1488       1.186677027284e-10       1.569343495432e-12      -5.605924222905e-12       0.000000000000e+00       1.838872257830e-15       4.763575327480e-16      -2.674039766976e-17 
 1489       1.185951709191e-10       1.554723807529e-12      -5.502404911420e-12       0.000000000000e+00       1.834151512824e-15       4.745335689453e-16      -2.602650920591e-17 
 1490       1.185149095030e-10       1.540550213843e-12      -5.398406161752e-12       0.000000000000e+00       1.829445597609e-15       4.726404899994e-16      -2.531948105949e-17 
 1491       1.184268703124e-10       1.526828385585e-12      -5.293963726343e-12       0.000000000000e+00       1.824754441347e-15       4.706775237376e-16      -2.461965459740e-17 
 1492       1.183310757425e-10       1.513559147435e-12      -5.189109870223e-12       0.000000000000e+00       1.820077998731e-15       4.686467883967e-16      -2.392693218823e-17 
 1493       1.182275661280e-10       1.500742101787e-12      -5.083876113254e-12       0.000000000000e+00       1.815416230381e-15       4.665511389796e-16      -2.324110521740e-17 
 1494       1.181163821395e-10       1.488376841154e-12      -4.978294147693e-12       0.000000000000e+00       1.810769096291e-15       4.643934468144e-16      -2.256196381683e-17 
 1495       1.179975647846e-10       1.476462948149e-12      -4.872395838477e-12       0.000000000000e+00       1.806136555823e-15       4.621765995821e-16      -2.188929686281e-17 
 1496       1.178711554080e-10       1.464999995467e-12      -4.766213223520e-12       0.000000000000e+00       1.801518567708e-15       4.599035013447e-16      -2.122289197378e-17 
 1497       1.177371956922e-10       1.453987545858e-12      -4.659778513994e-12       0.000000000000e+00       1.796915090044e-15       4.575770725729e-16      -2.056253550814e-17 
 1498       1.175957276585e-10       1.443425152112e-12      -4.553124094624e-12       0.000000000000e+00       1.792326080296e-15       4.552002501737e-16      -1.990801256213e-17 
 1499       1.174467936674e-10       1.433312357032e-12      -4.446282523977e-12       0.000000000000e+00       1.787751495292e-15       4.527759875189e-16      -1.925910696760e-17 
 1500       1.172904364188e-10       1.423648693419e-12      -4.339286534750e-12       0.000000000000e+00       1.783191291225e-15       4.503072544725e-16      -1.861560128984e-17 
 1501       1.171266989536e-10       1.414433684047e-12      -4.232169034058e-12       0.000000000000e+00       1.778645423647e-15       4.477970374186e-16      -1.797727682541e-17 
 1502       1.169556246534e-10       1.405666841643e-12      -4.124963103728e-12       0.000000000000e+00       1.774113847475e-15       4.452483392895e-16      -1.734391359995e-17 
 1503       1.167772572415e-10       1.397347668867e-12      -4.017702000586e-12       0.000000000000e+00       1.769596516980e-15       4.426641795933e-16      -1.671529036604e-17 
 1504       1.165916407837e-10       1.389475658290e-12      -3.910419156746e-12       0.000000000000e+00       1.765093385795e-15       4.400475944420e-16      -1.609118460094e-17 
 1505       1.163988196886e-10       1.382050292374e-12      -3.803148179900e-12       0.000000000000e+00       1.760604406907e-15       4.374016365792e-16      -1.547137250450e-17 
 1506       1.161988387084e-10       1.375071043449e-12      -3.695922853610e-12       0.000000000000e+00       1.756129532658e-15       4.347293754082e-16      -1.485562899693e-17 
 1507       1.159917429395e-10       1.368537373694e-12      -3.588777137591e-12       0.000000000000e+00       1.751668714747e-15       4.320338970195e-16      -1.424372771661e-17 
 1508       1.157775778232e-10       1.362448735115e-12      -3.481745168008e-12       0.000000000000e+00       1.747221904221e-15       4.293183042191e-16      -1.363544101797e-17 
 1509       1.155563891461e-10       1.356804569526e-12      -3.374861257763e-12       0.000000000000e+00       1.742789051482e-15       4.265857165558e-16      -1.303053996924e-17 
 1510       1.153282230411e-10       1.351604308525e-12      -3.268159896780e-12       0.000000000000e+00       1.738370106278e-15       4.238392703498e-16      -1.242879435033e-17 
 1511       1.150931259875e-10       1.346847373474e-12      -3.161675752303e-12       0.000000000000e+00       1.733965017710e-15       4.210821187201e-16      -1.182997265062e-17 
 1512       1.148511448122e-10       1.342533175480e-12      -3.055443669177e-12       0.000000000000e+00       1.729573734221e-15       4.183174316122e-16      -1.123384206676e-17 
 1513       1.146023266900e-10       1.338661115370e-12      -2.949498670144e-12       0.000000000000e+00       1.725196203604e-15       4.155483958265e-16      -1.064016850056e-17 
 1514       1.143467191442e-10       1.335230583676e-12      -2.843875956129e-12       0.000000000000e+00       1.720832372994e-15       4.127782150459e-16      -1.004871655673e-17 
 1515       1.140843700474e-10       1.332240960608e-12      -2.738610906531e-12       0.000000000000e+00       1.716482188869e-15       4.100101098635e-16      -9.459249540767e-18 
 1516       1.138153276221e-10       1.329691616036e-12      -2.633739079511e-12       0.000000000000e+00       1.712145597051e-15       4.072473178108e-16      -8.871529456730e-18 
 1517       1.135396404410e-10       1.327581909469e-12      -2.529296212282e-12       0.000000000000e+00       1.707822542700e-15       4.044930933852e-16      -8.285317005086e-18 
 1518       1.132573574283e-10       1.325911190033e-12      -2.425318221403e-12       0.000000000000e+00       1.703512970316e-15       4.017507080784e-16      -7.700371580524e-18 
 1519       1.129685278597e-10       1.324678796451e-12      -2.321841203059e-12       0.000000000000e+00       1.699216823736e-15       3.990234504036e-16      -7.116451269773e-18 
 1520       1.126732013631e-10       1.323884057022e-12      -2.218901433361e-12       0.000000000000e+00       1.694934046134e-15       3.963146259239e-16      -6.533312849428e-18 
 1521       1.123714279197e-10       1.323526289599e-12      -2.116535368627e-12       0.000000000000e+00       1.690664580019e-15       3.936275572800e-16      -5.950711783766e-18 
 1522       1.120632578641e-10       1.323604801569e-12      -2.014779645678e-12       0.000000000000e+00       1.686408367233e-15       3.909655842181e-16      -5.368402222572e-18 
 1523       1.117487418851e-10       1.324118889831e-12      -1.913671082123e-12       0.000000000000e+00       1.682165348952e-15       3.883320636175e-16      -4.786136998954e-18 
 1524       1.114279310267e-10       1.325067840776e-12      -1.813246676651e-12       0.000000000000e+00       1.677935465680e-15       3.857303695189e-16      -4.203667627170e-18 
 1525       1.111008766879e-10       1.326450930267e-12      -1.713543609318e-12       0.000000000000e+00       1.673718657254e-15       3.831638931521e-16      -3.620744300444e-18 
 1526       1.107676306241e-10       1.328267423615e-12      -1.614599241842e-12       0.000000000000e+00       1.669514862837e-15       3.806360429635e-16      -3.037115888791e-18 
 1527       1.104282449475e-10       1.330516575560e-12      -1.516451117886e-12       0.000000000000e+00       1.665324020919e-15       3.781502446448e-16      -2.452529936832e-18 
 1528       1.100827721275e-10       1.333197630251e-12      -1.419136963350e-12       0.000000000000e+00       1.661146069317e-15       3.757099411600e-16      -1.866732661623e-18 
 1529       1.097312649916e-10       1.336309821223e-12      -1.322694686662e-12       0.000000000000e+00       1.656980945171e-15       3.733185927737e-16      -1.279468950468e-18 
 1530       1.093737767258e-10       1.339852371377e-12      -1.227162379067e-12       0.000000000000e+00       1.652828584945e-15       3.709796770791e-16      -6.904823587464e-19 
 1531       1.090103690863e-10       1.343823686285e-12      -1.132574691131e-12       0.000000000000e+00       1.648688929812e-15       3.686957688733e-16      -9.959990399291e-20 
 1532       1.086411371180e-10       1.348218925727e-12      -1.038951923808e-12       0.000000000000e+00       1.644561941879e-15       3.664657701126e-16       4.930126613076e-19 
 1533       1.082661846733e-10       1.353032408907e-12      -9.463108337254e-13       0.000000000000e+00       1.640447588112e-15       3.642876535474e-16       1.087103687926e-18 
 1534       1.078856162237e-10       1.358258418966e-12      -8.546682476114e-13       0.000000000000e+00       1.636345834969e-15       3.621593804532e-16       1.682420202668e-18 
 1535       1.074995368609e-10       1.363891202915e-12      -7.640410624007e-13       0.000000000000e+00       1.632256648390e-15       3.600789006118e-16       2.278707906210e-18 
 1536       1.071080522978e-10       1.369924971573e-12      -6.744462453382e-13       0.000000000000e+00       1.628179993801e-15       3.580441522919e-16       2.875711170945e-18 
 1537       1.067112688696e-10       1.376353899506e-12      -5.859008340827e-13       0.000000000000e+00       1.624115836112e-15       3.560530622298e-16       3.473173038820e-18 
 1538       1.063092935351e-10       1.383172124965e-12      -4.984219368118e-13       0.000000000000e+00       1.620064139715e-15       3.541035456105e-16       4.070835219179e-18 
