# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
  849       3.783634201105e-10       1.734777065821e-12      -8.772226384560e-12       0.000000000000e+00       1.490636450355e-14       4.043524127757e-15      -1.513319012940e-16 
  850       3.781953590516e-10       1.720525505531e-12      -8.496680083591e-12       0.000000000000e+00       1.484324716331e-14       4.026104291586e-15      -1.470893336937e-16 
  851       3.779974827117e-10       1.707094278188e-12      -8.220179850671e-12       0.000000000000e+00       1.478045365307e-14       4.008682972354e-15      -1.428626610737e-16 
  852       3.777698584227e-10       1.694485867816e-12      -7.942807372269e-12       0.000000000000e+00       1.471798254017e-14       3.991259489903e-15      -1.386519005241e-16 
  853       3.775126151571e-10       1.682700486258e-12      -7.664641143144e-12       0.000000000000e+00       1.465583279453e-14       3.973830723633e-15      -1.344569365286e-16 
  854       3.772258844536e-10       1.671738304107e-12      -7.385760392580e-12       0.000000000000e+00       1.459400334731e-14       3.956393520159e-15      -1.302776510092e-16 
  855       3.769098004255e-10       1.661599450544e-12      -7.106245086511e-12       0.000000000000e+00       1.453249309078e-14       3.938944693214e-15      -1.261139233178e-16 
  856       3.765644997701e-10       1.652284013170e-12      -6.826175929647e-12       0.000000000000e+00       1.447130087809e-14       3.921481023544e-15      -1.219656302261e-16 
  857       3.761901217767e-10       1.643792037847e-12      -6.545634367601e-12       0.000000000000e+00       1.441042552324e-14       3.903999258806e-15      -1.178326459170e-16 
  858       3.757868083360e-10       1.636123528529e-12      -6.264702589017e-12       0.000000000000e+00       1.434986580081e-14       3.886496113471e-15      -1.137148419749e-16 
  859       3.753547039486e-10       1.629278447101e-12      -5.983463527693e-12       0.000000000000e+00       1.428962044592e-14       3.868968268717e-15      -1.096120873763e-16 
  860       3.748939557334e-10       1.623256713210e-12      -5.702000864707e-12       0.000000000000e+00       1.422968815398e-14       3.851412372332e-15      -1.055242484811e-16 
  861       3.744047134371e-10       1.618058204107e-12      -5.420399030547e-12       0.000000000000e+00       1.417006758062e-14       3.833825038611e-15      -1.014511890229e-16 
  862       3.738871294422e-10       1.613682754479e-12      -5.138743207234e-12       0.000000000000e+00       1.411075734150e-14       3.816202848252e-15      -9.739277009938e-17 
  863       3.733413587764e-10       1.610130156285e-12      -4.857119330448e-12       0.000000000000e+00       1.405175601218e-14       3.798542348260e-15      -9.334885016386e-17 
  864       3.727675591209e-10       1.607400158592e-12      -4.575614091657e-12       0.000000000000e+00       1.399306212794e-14       3.780840051841e-15      -8.931928501532e-17 
  865       3.721658908192e-10       1.605492467413e-12      -4.294314940240e-12       0.000000000000e+00       1.393467418367e-14       3.763092438302e-15      -8.530392778939e-17 
  866       3.715365168861e-10       1.604406745538e-12      -4.013310085615e-12       0.000000000000e+00       1.387659063371e-14       3.745295952949e-15      -8.130262894903e-17 
  867       3.708796030163e-10       1.604142612373e-12      -3.732688499364e-12       0.000000000000e+00       1.381880989166e-14       3.727447006990e-15      -7.731523627522e-17 
  868       3.701953175931e-10       1.604699643776e-12      -3.452539917362e-12       0.000000000000e+00       1.376133033030e-14       3.709541977424e-15      -7.334159485768e-17 
  869       3.694838316973e-10       1.606077371890e-12      -3.172954841899e-12       0.000000000000e+00       1.370415028139e-14       3.691577206949e-15      -6.938154708561e-17 
  870       3.687453191158e-10       1.608275284985e-12      -2.894024543809e-12       0.000000000000e+00       1.364726803553e-14       3.673549003857e-15      -6.543493263839e-17 
  871       3.679799563505e-10       1.611292827283e-12      -2.615841064594e-12       0.000000000000e+00       1.359068184202e-14       3.655453641931e-15      -6.150158847625e-17 
  872       3.671879226268e-10       1.615129398805e-12      -2.338497218556e-12       0.000000000000e+00       1.353438990872e-14       3.637287360346e-15      -5.758134883107e-17 
  873       3.663693999027e-10       1.619784355200e-12      -2.062086594913e-12       0.000000000000e+00       1.347839040187e-14       3.619046363566e-15      -5.367404519701e-17 
  874       3.655245728774e-10       1.625257007582e-12      -1.786703559936e-12       0.000000000000e+00       1.342268144596e-14       3.600726821243e-15      -4.977950632128e-17 
  875       3.646536289999e-10       1.631546622367e-12      -1.512443259066e-12       0.000000000000e+00       1.336726112360e-14       3.582324868116e-15      -4.589755819484e-17 
  876       3.637567584779e-10       1.638652421109e-12      -1.239401619048e-12       0.000000000000e+00       1.331212747532e-14       3.563836603911e-15      -4.202802404307e-17 
  877       3.628341542867e-10       1.646573580332e-12      -9.676753500514e-13       0.000000000000e+00       1.325727849948e-14       3.545258093234e-15      -3.817072431657e-17 
  878       3.618860121777e-10       1.655309231370e-12      -6.973619477987e-13       0.000000000000e+00       1.320271215206e-14       3.526585365477e-15      -3.432547668180e-17 
  879       3.609125306872e-10       1.664858460202e-12      -4.285596956915e-13       0.000000000000e+00       1.314842634656e-14       3.507814414711e-15      -3.049209601181e-17 
  880       3.599139111453e-10       1.675220307286e-12      -1.613676669365e-13       0.000000000000e+00       1.309441895384e-14       3.488941199588e-15      -2.667039437698e-17 
  881       3.588903576845e-10       1.686393767396e-12       1.041142733285e-13       0.000000000000e+00       1.304068780195e-14       3.469961643236e-15      -2.286018103572e-17 
  882       3.578420772485e-10       1.698377789457e-12       3.677854659081e-13       0.000000000000e+00       1.298723067600e-14       3.450871633161e-15      -1.906126242515e-17 
  883       3.567692796009e-10       1.711171276381e-12       6.295444554233e-13       0.000000000000e+00       1.293404531801e-14       3.431667021146e-15      -1.527344215189e-17 
  884       3.556721773342e-10       1.724773084903e-12       8.892889881854e-13       0.000000000000e+00       1.288112942673e-14       3.412343623143e-15      -1.149652098270e-17 
  885       3.545509858783e-10       1.739182025416e-12       1.146916010070e-12       0.000000000000e+00       1.282848065755e-14       3.392897219181e-15      -7.730296835213e-18 
  886       3.534059235092e-10       1.754396861810e-12       1.402321664389e-12       0.000000000000e+00       1.277609662230e-14       3.373323553258e-15      -3.974564768681e-18 
  887       3.522372113580e-10       1.770416311303e-12       1.655401289769e-12       0.000000000000e+00       1.272397488912e-14       3.353618333241e-15      -2.291169746522e-19 
  888       3.510450734195e-10       1.787239044277e-12       1.906049418018e-12       0.000000000000e+00       1.267211298231e-14       3.333777230766e-15       3.506257232297e-18 
  889       3.498297365610e-10       1.804863684118e-12       2.154159772008e-12       0.000000000000e+00       1.262050838218e-14       3.313795881135e-15       7.231771423856e-18 
  890       3.485914305310e-10       1.823288807050e-12       2.399625263539e-12       0.000000000000e+00       1.256915852489e-14       3.293669883216e-15       1.094764206726e-17 
  891       3.473304088575e-10       1.842511498005e-12       2.642348605352e-12       0.000000000000e+00       1.251806111734e-14       3.273396523900e-15       1.465392320680e-17 
  892       3.460470119002e-10       1.862522992652e-12       2.882274341990e-12       0.000000000000e+00       1.246721508769e-14       3.252979982652e-15       1.835000752087e-17 
  893       3.447416048486e-10       1.883312963633e-12       3.119357339555e-12       0.000000000000e+00       1.241661965012e-14       3.232426212041e-15       2.203511710793e-17 
  894       3.434145569386e-10       1.904870957679e-12       3.353552218628e-12       0.000000000000e+00       1.236627399111e-14       3.211741221062e-15       2.570846805763e-17 
  895       3.420662414638e-10       1.927186395224e-12       3.584813353741e-12       0.000000000000e+00       1.231617726932e-14       3.190931075302e-15       2.936927043515e-17 
  896       3.406970357874e-10       1.950248570022e-12       3.813094872859e-12       0.000000000000e+00       1.226632861553e-14       3.170001897094e-15       3.301672826552e-17 
  897       3.393073213549e-10       1.974046648768e-12       4.038350656851e-12       0.000000000000e+00       1.221672713248e-14       3.148959865676e-15       3.665003951792e-17 
  898       3.378974837050e-10       1.998569670711e-12       4.260534338968e-12       0.000000000000e+00       1.216737189485e-14       3.127811217354e-15       4.026839609005e-17 
  899       3.364679124821e-10       2.023806547276e-12       4.479599304323e-12       0.000000000000e+00       1.211826194908e-14       3.106562245658e-15       4.387098379241e-17 
  900       3.350190014482e-10       2.049746061681e-12       4.695498689361e-12       0.000000000000e+00       1.206939631330e-14       3.085219301498e-15       4.745698233266e-17 
  901       3.335511484944e-10       2.076376868552e-12       4.908185381341e-12       0.000000000000e+00       1.202077397724e-14       3.063788793330e-15       5.102556529991e-17 
  902       3.320647556533e-10       2.103687493543e-12       5.117612017811e-12       0.000000000000e+00       1.197239390210e-14       3.042277187310e-15       5.457590014907e-17 
  903       3.305602291107e-10       2.131666332953e-12       5.323730986081e-12       0.000000000000e+00       1.192425502049e-14       3.020691007454e-15       5.810714818516e-17 
  904       3.290379792173e-10       2.160301653346e-12       5.526494422705e-12       0.000000000000e+00       1.187635623627e-14       2.999036835796e-15       6.161846454764e-17 
  905       3.274984205011e-10       2.189581591163e-12       5.725854212952e-12       0.000000000000e+00       1.182869642451e-14       2.977321312549e-15       6.510899819472e-17 
  906       3.259419716788e-10       2.219494152346e-12       5.921761990287e-12       0.000000000000e+00       1.178127443134e-14       2.955551136264e-15       6.857789188773e-17 
  907       3.243690556678e-10       2.250027211952e-12       6.114169135844e-12       0.000000000000e+00       1.173408907389e-14       2.933733063986e-15       7.202428217536e-17 
  908       3.227800995986e-10       2.281168513773e-12       6.303026777904e-12       0.000000000000e+00       1.168713914012e-14       2.911873911416e-15       7.544729937808e-17 
  909       3.211755348261e-10       2.312905669952e-12       6.488285791372e-12       0.000000000000e+00       1.164042338882e-14       2.889980553069e-15       7.884606757239e-17 
  910       3.195557969418e-10       2.345226160600e-12       6.669896797251e-12       0.000000000000e+00       1.159394054942e-14       2.868059922431e-15       8.221970457517e-17 
  911       3.179213257855e-10       2.378117333416e-12       6.847810162122e-12       0.000000000000e+00       1.154768932193e-14       2.846119012122e-15       8.556732192804e-17 
  912       3.162725654575e-10       2.411566403303e-12       7.021975997617e-12       0.000000000000e+00       1.150166837681e-14       2.824164874050e-15       8.888802488159e-17 
  913       3.146099643305e-10       2.445560451988e-12       7.192344159898e-12       0.000000000000e+00       1.145587635492e-14       2.802204619577e-15       9.218091237983e-17 
  914       3.129339750611e-10       2.480086427637e-12       7.358864249130e-12       0.000000000000e+00       1.141031186735e-14       2.780245419669e-15       9.544507704439e-17 
  915       3.112450546021e-10       2.515131144473e-12       7.521485608961e-12       0.000000000000e+00       1.136497349540e-14       2.758294505061e-15       9.867960515894e-17 
  916       3.095436642144e-10       2.550681282395e-12       7.680157325999e-12       0.000000000000e+00       1.131985979037e-14       2.736359166415e-15       1.018835766534e-16 
  917       3.078302694785e-10       2.586723386596e-12       7.834828229282e-12       0.000000000000e+00       1.127496927359e-14       2.714446754479e-15       1.050560650885e-16 
  918       3.061053403070e-10       2.623243867180e-12       7.985446889764e-12       0.000000000000e+00       1.123030043618e-14       2.692564680243e-15       1.081961376398e-16 
  919       3.043693509561e-10       2.660228998779e-12       8.131961619782e-12       0.000000000000e+00       1.118585173907e-14       2.670720415103e-15       1.113028550822e-16 
  920       3.026227800376e-10       2.697664920170e-12       8.274320472538e-12       0.000000000000e+00       1.114162161281e-14       2.648921491015e-15       1.143752717742e-16 
  921       3.008661105309e-10       2.735537633897e-12       8.412471241576e-12       0.000000000000e+00       1.109760845753e-14       2.627175500659e-15       1.174124356422e-16 
  922       2.990998297946e-10       2.773833005884e-12       8.546361460255e-12       0.000000000000e+00       1.105381064280e-14       2.605490097591e-15       1.204133881651e-16 
  923       2.973244295789e-10       2.812536765054e-12       8.675938401225e-12       0.000000000000e+00       1.101022650753e-14       2.583872996409e-15       1.233771643581e-16 
  924       2.955404060372e-10       2.851634502950e-12       8.801149075910e-12       0.000000000000e+00       1.096685435989e-14       2.562331972910e-15       1.263027927574e-16 
  925       2.937482597380e-10       2.891111673346e-12       8.921940233975e-12       0.000000000000e+00       1.092369247719e-14       2.540874864244e-15       1.291892954046e-16 
  926       2.919484956767e-10       2.930953591872e-12       9.038258362810e-12       0.000000000000e+00       1.088073910580e-14       2.519509569081e-15       1.320356878306e-16 
  927       2.901416232881e-10       2.971145435627e-12       9.150049687002e-12       0.000000000000e+00       1.083799246102e-14       2.498244047765e-15       1.348409790405e-16 
  928       2.883281564574e-10       3.011672242797e-12       9.257260167815e-12       0.000000000000e+00       1.079545072698e-14       2.477086322471e-15       1.376041714973e-16 
  929       2.865086135329e-10       3.052518912277e-12       9.359835502662e-12       0.000000000000e+00       1.075311205657e-14       2.456044477370e-15       1.403242611067e-16 
  930       2.846835173374e-10       3.093670203281e-12       9.457721124586e-12       0.000000000000e+00       1.071097457131e-14       2.435126658783e-15       1.430002372013e-16 
  931       2.828533703096e-10       3.135110927120e-12       9.550873200390e-12       0.000000000000e+00       1.066903658456e-14       2.414339297729e-15       1.456313539379e-16 
  932       2.810185794757e-10       3.176826526573e-12       9.639291815112e-12       0.000000000000e+00       1.062729727514e-14       2.393681746687e-15       1.482179491861e-16 
  933       2.791795303246e-10       3.218802504839e-12       9.722988306994e-12       0.000000000000e+00       1.058575602406e-14       2.373151559029e-15       1.507606384523e-16 
  934       2.773366115802e-10       3.261024233857e-12       9.801974317007e-12       0.000000000000e+00       1.054441219214e-14       2.352746258921e-15       1.532600446534e-16 
  935       2.754902152102e-10       3.303476953949e-12       9.876261789842e-12       0.000000000000e+00       1.050326511989e-14       2.332463341235e-15       1.557167981380e-16 
  936       2.736407364347e-10       3.346145773463e-12       9.945862974915e-12       0.000000000000e+00       1.046231412748e-14       2.312300271465e-15       1.581315367084e-16 
  937       2.717885737341e-10       3.389015668418e-12       1.001079042736e-11       0.000000000000e+00       1.042155851466e-14       2.292254485638e-15       1.605049056428e-16 
  938       2.699341288579e-10       3.432071482150e-12       1.007105700902e-11       0.000000000000e+00       1.038099756067e-14       2.272323390226e-15       1.628375577168e-16 
  939       2.680778068335e-10       3.475297924954e-12       1.012667588946e-11       0.000000000000e+00       1.034063052419e-14       2.252504362062e-15       1.651301532254e-16 
  940       2.662200159741e-10       3.518679573729e-12       1.017766054695e-11       0.000000000000e+00       1.030045664326e-14       2.232794748252e-15       1.673833600048e-16 
  941       2.643611678872e-10       3.562200871624e-12       1.022402476947e-11       0.000000000000e+00       1.026047513521e-14       2.213191866086e-15       1.695978534544e-16 
  942       2.625016774837e-10       3.605846127678e-12       1.026578265571e-11       0.000000000000e+00       1.022068519659e-14       2.193693002955e-15       1.717743165583e-16 
  943       2.606419629856e-10       3.649599516471e-12       1.030294861606e-11       0.000000000000e+00       1.018108600311e-14       2.174295416260e-15       1.739134399077e-16 
  944       2.587824459351e-10       3.693445077759e-12       1.033553737361e-11       0.000000000000e+00       1.014167670953e-14       2.154996333330e-15       1.760159217225e-16 
  945       2.569235512024e-10       3.737366716129e-12       1.036356396515e-11       0.000000000000e+00       1.010245644966e-14       2.135792951329e-15       1.780824678729e-16 
  946       2.550657069948e-10       3.781348200635e-12       1.038704374217e-11       0.000000000000e+00       1.006342433621e-14       2.116682437174e-15       1.801137919015e-16 
  947       2.532093448649e-10       3.825373164444e-12       1.040599237184e-11       0.000000000000e+00       1.002457946078e-14       2.097661927447e-15       1.821106150455e-16 
  948       2.513548997190e-10       3.869425104486e-12       1.042042583804e-11       0.000000000000e+00       9.985920893739e-15       2.078728528306e-15       1.840736662578e-16 
  949       2.495028098256e-10       3.913487381089e-12       1.043036044231e-11       0.000000000000e+00       9.947447684208e-15       2.059879315402e-15       1.860036822296e-16 
  950       2.476535168241e-10       3.957543217630e-12       1.043581280492e-11       0.000000000000e+00       9.909158859946e-15       2.041111333786e-15       1.879014074117e-16 
  951       2.458074657329e-10       4.001575700179e-12       1.043679986578e-11       0.000000000000e+00       9.871053427299e-15       2.022421597831e-15       1.897675940367e-16 
  952       2.439651049581e-10       4.045567777139e-12       1.043333888550e-11       0.000000000000e+00       9.833130371124e-15       2.003807091135e-15       1.916030021408e-16 
  953       2.421268863018e-10       4.089502258894e-12       1.042544744637e-11       0.000000000000e+00       9.795388654719e-15       1.985264766443e-15       1.934083995855e-16 
  954       2.402932649710e-10       4.133361817452e-12       1.041314345336e-11       0.000000000000e+00       9.757827219752e-15       1.966791545553e-15       1.951845620797e-16 
  955       2.384646995855e-10       4.177128986091e-12       1.039644513509e-11       0.000000000000e+00       9.720444986190e-15       1.948384319235e-15       1.969322732013e-16 
  956       2.366416521866e-10       4.220786158999e-12       1.037537104488e-11       0.000000000000e+00       9.683240852229e-15       1.930039947140e-15       1.986523244193e-16 
  957       2.348245882457e-10       4.264315590923e-12       1.034994006171e-11       0.000000000000e+00       9.646213694223e-15       1.911755257715e-15       2.003455151156e-16 
  958       2.330139766725e-10       4.307699396812e-12       1.032017139120e-11       0.000000000000e+00       9.609362366610e-15       1.893527048115e-15       2.020126526066e-16 
  959       2.312102898239e-10       4.350919551458e-12       1.028608456668e-11       0.000000000000e+00       9.572685701849e-15       1.875352084118e-15       2.036545521655e-16 
  960       2.294140035119e-10       4.393957889147e-12       1.024769945011e-11       0.000000000000e+00       9.536182510338e-15       1.857227100036e-15       2.052720370438e-16 
  961       2.276255970126e-10       4.436796103294e-12       1.020503623310e-11       0.000000000000e+00       9.499851580355e-15       1.839148798629e-15       2.068659384934e-16 
  962       2.258455530741e-10       4.479415746098e-12       1.015811543795e-11       0.000000000000e+00       9.463691677976e-15       1.821113851018e-15       2.084370957882e-16 
  963       2.240743579257e-10       4.521798228177e-12       1.010695791858e-11       0.000000000000e+00       9.427701547014e-15       1.803118896598e-15       2.099863562463e-16 
  964       2.223125012856e-10       4.563924818218e-12       1.005158486159e-11       0.000000000000e+00       9.391879908942e-15       1.785160542954e-15       2.115145752515e-16 
  965       2.205604763700e-10       4.605776642618e-12       9.992017787196e-12       0.000000000000e+00       9.356225462823e-15       1.767235365766e-15       2.130226162754e-16 
  966       2.188187799011e-10       4.647334685130e-12       9.928278550288e-12       0.000000000000e+00       9.320736885240e-15       1.749339908733e-15       2.145113508993e-16 
  967       2.170879121158e-10       4.688579786509e-12       9.860389341387e-12       0.000000000000e+00       9.285412830227e-15       1.731470683478e-15       2.159816588357e-16 
  968       2.153683767743e-10       4.729492644152e-12       9.788372687658e-12       0.000000000000e+00       9.250251929196e-15       1.713624169463e-15       2.174344279507e-16 
  969       2.136606811682e-10       4.770053811746e-12       9.712251453903e-12       0.000000000000e+00       9.215252790864e-15       1.695796813904e-15       2.188705542854e-16 
  970       2.119653361292e-10       4.810243698908e-12       9.632048843560e-12       0.000000000000e+00       9.180414001188e-15       1.677985031684e-15       2.202909420779e-16 
  971       2.102828035265e-10       4.850044247068e-12       9.547793766144e-12       0.000000000000e+00       9.145734287318e-15       1.660186146205e-15       2.216962274134e-16 
  972       2.086133378769e-10       4.889443985423e-12       9.459537025998e-12       0.000000000000e+00       9.111213012326e-15       1.642401227644e-15       2.230859445753e-16 
  973       2.069571423686e-10       4.928433050320e-12       9.367335379021e-12       0.000000000000e+00       9.076849687778e-15       1.624632297213e-15       2.244593471988e-16 
  974       2.053144211591e-10       4.967001515778e-12       9.271246189972e-12       0.000000000000e+00       9.042643810331e-15       1.606881390129e-15       2.258156834918e-16 
  975       2.036853793761e-10       5.005139393342e-12       9.171327434156e-12       0.000000000000e+00       9.008594861686e-15       1.589150555638e-15       2.271541962224e-16 
  976       2.020702231200e-10       5.042836631944e-12       9.067637699101e-12       0.000000000000e+00       8.974702308532e-15       1.571441857053e-15       2.284741227054e-16 
  977       2.004691594650e-10       5.080083117758e-12       8.960236186238e-12       0.000000000000e+00       8.940965602501e-15       1.553757371786e-15       2.297746947887e-16 
  978       1.988823964615e-10       5.116868674059e-12       8.849182712580e-12       0.000000000000e+00       8.907384180115e-15       1.536099191379e-15       2.310551388408e-16 
  979       1.973101431375e-10       5.153183061077e-12       8.734537712404e-12       0.000000000000e+00       8.873957462738e-15       1.518469421538e-15       2.323146757364e-16 
  980       1.957526095007e-10       5.189015975861e-12       8.616362238929e-12       0.000000000000e+00       8.840684856525e-15       1.500870182166e-15       2.335525208443e-16 
  981       1.942100065399e-10       5.224357052129e-12       8.494717965997e-12       0.000000000000e+00       8.807565752372e-15       1.483303607395e-15       2.347678840133e-16 
  982       1.926825462271e-10       5.259195860130e-12       8.369667189750e-12       0.000000000000e+00       8.774599525866e-15       1.465771845619e-15       2.359599695590e-16 
  983       1.911704415193e-10       5.293521906500e-12       8.241272830315e-12       0.000000000000e+00       8.741785537237e-15       1.448277059527e-15       2.371279762512e-16 
  984       1.896739063601e-10       5.327324634120e-12       8.109598433479e-12       0.000000000000e+00       8.709123131303e-15       1.430821426134e-15       2.382710972997e-16 
  985       1.881931556816e-10       5.360593421973e-12       7.974708172371e-12       0.000000000000e+00       8.676611637426e-15       1.413407136818e-15       2.393885203416e-16 
  986       1.867284054061e-10       5.393317585002e-12       7.836666849142e-12       0.000000000000e+00       8.644250369459e-15       1.396036397347e-15       2.404794274278e-16 
  987       1.852798724481e-10       5.425486373965e-12       7.695539896643e-12       0.000000000000e+00       8.612038625695e-15       1.378711427917e-15       2.415429950100e-16 
  988       1.838477747160e-10       5.457088975296e-12       7.551393380107e-12       0.000000000000e+00       8.579975688820e-15       1.361434463181e-15       2.425783939270e-16 
  989       1.824323311137e-10       5.488114510959e-12       7.404293998828e-12       0.000000000000e+00       8.548060825859e-15       1.344207752285e-15       2.435847893916e-16 
  990       1.810337615425e-10       5.518552038310e-12       7.254309087839e-12       0.000000000000e+00       8.516293288130e-15       1.327033558898e-15       2.445613409775e-16 
  991       1.796522869031e-10       5.548390549949e-12       7.101506619597e-12       0.000000000000e+00       8.484672311192e-15       1.309914161244e-15       2.455072026059e-16 
  992       1.782881290972e-10       5.577618973580e-12       6.945955205656e-12       0.000000000000e+00       8.453197114797e-15       1.292851852139e-15       2.464215225319e-16 
  993       1.769415110293e-10       5.606226171869e-12       6.787724098351e-12       0.000000000000e+00       8.421866902835e-15       1.275848939020e-15       2.473034433319e-16 
  994       1.756126566084e-10       5.634200942302e-12       6.626883192478e-12       0.000000000000e+00       8.390680863291e-15       1.258907743979e-15       2.481521018897e-16 
  995       1.743017907500e-10       5.661532017038e-12       6.463503026972e-12       0.000000000000e+00       8.359638168188e-15       1.242030603795e-15       2.489666293834e-16 
  996       1.730091393779e-10       5.688208062772e-12       6.297654786587e-12       0.000000000000e+00       8.328737973543e-15       1.225219869970e-15       2.497461512725e-16 
  997       1.717349294255e-10       5.714217680590e-12       6.129410303578e-12       0.000000000000e+00       8.297979419314e-15       1.208477908757e-15       2.504897872838e-16 
  998       1.704793888385e-10       5.739549405826e-12       5.958842059377e-12       0.000000000000e+00       8.267361629350e-15       1.191807101194e-15       2.511966513991e-16 
  999       1.692427465757e-10       5.764191707917e-12       5.786023186277e-12       0.000000000000e+00       8.236883711340e-15       1.175209843140e-15       2.518658518412e-16 
 1000       1.680252326116e-10       5.788132990269e-12       5.611027469109e-12       0.000000000000e+00       8.206544756769e-15       1.158688545305e-15       2.524964910608e-16 
 1001       1.668270779376e-10       5.811361590103e-12       5.433929346922e-12       0.000000000000e+00       8.176343840858e-15       1.142245633281e-15       2.530876657234e-16 
 1002       1.656485145642e-10       5.833865778322e-12       5.254803914664e-12       0.000000000000e+00       8.146280022523e-15       1.125883547578e-15       2.536384666959e-16 
 1003       1.644897755225e-10       5.855633759362e-12       5.073726924863e-12       0.000000000000e+00       8.116352344321e-15       1.109604743658e-15       2.541479790333e-16 
 1004       1.633510948662e-10       5.876653671052e-12       4.890774789302e-12       0.000000000000e+00       8.086559832401e-15       1.093411691963e-15       2.546152819654e-16 
 1005       1.622327076734e-10       5.896913584474e-12       4.706024580704e-12       0.000000000000e+00       8.056901496451e-15       1.077306877949e-15       2.550394488835e-16 
 1006       1.611348500481e-10       5.916401503813e-12       4.519554034409e-12       0.000000000000e+00       8.027376329654e-15       1.061292802122e-15       2.554195473274e-16 
 1007       1.600577591223e-10       5.935105366224e-12       4.331441550055e-12       0.000000000000e+00       7.997983308632e-15       1.045371980069e-15       2.557546389717e-16 
 1008       1.590016730577e-10       5.953013041681e-12       4.141766193256e-12       0.000000000000e+00       7.968721393401e-15       1.029546942488e-15       2.560437796129e-16 
 1009       1.579668310476e-10       5.970112332840e-12       3.950607697285e-12       0.000000000000e+00       7.939589527316e-15       1.013820235225e-15       2.562860191557e-16 
 1010       1.569534733183e-10       5.986390974892e-12       3.758046464750e-12       0.000000000000e+00       7.910586637027e-15       9.981944193038e-16       2.564804016003e-16 
 1011       1.559617917326e-10       6.001838774971e-12       3.564160869330e-12       0.000000000000e+00       7.881711755636e-15       9.826714165272e-16       2.566263068801e-16 
 1012       1.549917808137e-10       6.016454064498e-12       3.369019114879e-12       0.000000000000e+00       7.852964394254e-15       9.672505358500e-16       2.567244818143e-16 
 1013       1.540433845721e-10       6.030237339782e-12       3.172687262033e-12       0.000000000000e+00       7.824344175715e-15       9.519304185548e-16       2.567760240251e-16 
 1014       1.531165457056e-10       6.043189131026e-12       2.975231918852e-12       0.000000000000e+00       7.795850711815e-15       9.367096900550e-16       2.567820414630e-16 
 1015       1.522112055946e-10       6.055310002443e-12       2.776720242186e-12       0.000000000000e+00       7.767483603278e-15       9.215869598517e-16       2.567436524339e-16 
 1016       1.513273042986e-10       6.066600552363e-12       2.577219939035e-12       0.000000000000e+00       7.739242439716e-15       9.065608214892e-16       2.566619856260e-16 
 1017       1.504647805523e-10       6.077061413338e-12       2.376799267917e-12       0.000000000000e+00       7.711126799599e-15       8.916298525110e-16       2.565381801363e-16 
 1018       1.496235717611e-10       6.086693252252e-12       2.175527040225e-12       0.000000000000e+00       7.683136250216e-15       8.767926144159e-16       2.563733854977e-16 
 1019       1.488036139975e-10       6.095496770432e-12       1.973472621594e-12       0.000000000000e+00       7.655270347641e-15       8.620476526140e-16       2.561687617056e-16 
 1020       1.480048419970e-10       6.103472703753e-12       1.770705933264e-12       0.000000000000e+00       7.627528636695e-15       8.473934963825e-16       2.559254792449e-16 
 1021       1.472271891539e-10       6.110621822747e-12       1.567297453442e-12       0.000000000000e+00       7.599910650913e-15       8.328286588220e-16       2.556447191169e-16 
 1022       1.464705875176e-10       6.116944932713e-12       1.363318218665e-12       0.000000000000e+00       7.572415912508e-15       8.183516368123e-16       2.553276728656e-16 
 1023       1.457349677885e-10       6.122442873824e-12       1.158839825166e-12       0.000000000000e+00       7.545043932336e-15       8.039609109682e-16       2.549755426051e-16 
 1024       1.450202593139e-10       6.127116521233e-12       9.539344302314e-13       0.000000000000e+00       7.517794209858e-15       7.896549455959e-16       2.545895410461e-16 
 1025       1.443263900841e-10       6.130966785189e-12       7.486747535709e-13       0.000000000000e+00       7.490666233107e-15       7.754321886488e-16       2.541708915229e-16 
 1026       1.436532867282e-10       6.133994611136e-12       5.431340786757e-13       0.000000000000e+00       7.463659478650e-15       7.612910716832e-16       2.537208280201e-16 
 1027       1.430008745105e-10       6.136200979827e-12       3.373862541836e-13       0.000000000000e+00       7.436773411557e-15       7.472300098148e-16       2.532405951992e-16 
 1028       1.423690773260e-10       6.137586907431e-12       1.315056952419e-13       0.000000000000e+00       7.410007485361e-15       7.332474016744e-16       2.527314484260e-16 
 1029       1.417578176968e-10       6.138153445641e-12      -7.443261512926e-14       0.000000000000e+00       7.383361142022e-15       7.193416293638e-16       2.521946537969e-16 
 1030       1.411670167680e-10       6.137901681785e-12      -2.803531246742e-13       0.000000000000e+00       7.356833811896e-15       7.055110584120e-16       2.516314881657e-16 
 1031       1.405965943034e-10       6.136832738928e-12      -4.861797105382e-13       0.000000000000e+00       7.330424913696e-15       6.917540377311e-16       2.510432391709e-16 
