#Table1
ra,dec,z
160.750163061471,-0.88155378138213,0.03935936
160.69265026597,-0.976127110238179,0.03871459
160.894755880626,-0.934242138249599,0.03870971
160.899271121685,-0.957175472326186,0.03910061
161.073789475161,-0.892740340416528,0.03869415
162.289475016657,-0.908548804887083,0.03804233
162.406377465927,-0.907118294528233,0.03836371
162.547149689414,-1.00205650850201,0.1045614
162.715886369057,-0.903381134161678,0.03808302
162.652056181797,-0.923054037209305,0.06308059
163.09033102354,-0.843594811526599,0.08386619
163.150459962291,-0.917234756783081,0.08434325
164.152353242212,-0.990247421305576,0.05539397
164.639602698465,-0.953588866310828,0.03834352
165.417532357818,-0.916414754553312,0.09571622
165.42488492953,-0.934734187284379,0.09581152
165.619712892081,-0.969035754759554,0.08433978
165.909848699053,-0.869018056494666,0.02864285
166.697789875347,-0.924148490427942,0.03824842
167.151988329093,-0.854198022276672,0.1109672
167.108807942872,-1.01919845122402,0.03871421
167.311732929282,-0.927930728123985,0.02880348
167.402647374543,-0.871851511818178,0.07181122
167.333886652333,-0.853616857331704,0.04655705
